0	0
0	-1
1	1
2	0
3	-1
4	-2
5	-3
6	-4
7	-2
8	-3
9	-4
10	-2
11	-3
12	-4
13	-5
14	-6
15	-7
16	-8
17	-9
18	-10
19	-11
20	-12
21	-13
22	-14
23	-12
24	-10
25	-11
26	-12
27	-13
28	-11
29	-12
30	-10
31	-8
32	-9
33	-10
34	-11
35	-12
36	-13
37	-14
38	-12
39	-10
40	-8
41	-9
42	-10
43	-11
44	-9
45	-10
46	-11
47	-12
48	-13
49	-14
50	-12
51	-13
52	-14
53	-15
54	-16
55	-17
56	-18
57	-19
58	-20
59	-21
60	-19
61	-20
62	-18
63	-16
64	-17
65	-15
66	-16
67	-17
68	-18
69	-16
70	-17
71	-18
72	-16
73	-14
74	-15
75	-16
76	-17
77	-18
78	-19
79	-17
80	-18
81	-19
82	-20
83	-21
84	-19
85	-20
86	-21
87	-22
88	-23
89	-24
90	-25
91	-23
92	-21
93	-22
94	-23
95	-21
96	-19
97	-20
98	-21
99	-22
100	-23
101	-24
102	-22
103	-23
104	-21
105	-22
106	-23
107	-21
108	-22
109	-23
110	-24
111	-22
112	-23
113	-24
114	-22
115	-23
116	-24
117	-25
118	-26
119	-24
120	-25
121	-26
122	-27
123	-28
124	-29
125	-30
126	-31
127	-32
128	-33
129	-34
130	-35
131	-36
132	-37
133	-35
134	-36
135	-37
136	-35
137	-36
138	-34
139	-35
140	-36
141	-34
142	-35
143	-36
144	-37
145	-38
146	-39
147	-40
148	-41
149	-42
150	-40
151	-41
152	-42
153	-43
154	-44
155	-42
156	-40
157	-38
158	-39
159	-37
160	-38
161	-39
162	-40
163	-41
164	-42
165	-43
166	-41
167	-42
168	-40
169	-41
170	-39
171	-40
172	-41
173	-42
174	-40
175	-41
176	-42
177	-43
178	-44
179	-45
180	-43
181	-44
182	-42
183	-43
184	-44
185	-42
186	-40
187	-41
188	-42
189	-40
190	-38
191	-39
192	-40
193	-41
194	-42
195	-43
196	-44
197	-42
198	-40
199	-41
200	-42
201	-43
202	-41
203	-42
204	-43
205	-44
206	-42
207	-43
208	-44
209	-45
210	-46
211	-47
212	-48
213	-49
214	-47
215	-48
216	-49
217	-50
218	-51
219	-52
220	-53
221	-54
222	-55
223	-56
224	-57
225	-55
226	-56
227	-57
228	-58
229	-59
230	-57
231	-55
232	-56
233	-57
234	-58
235	-59
236	-60
237	-58
238	-59
239	-60
240	-58
241	-59
242	-60
243	-61
244	-59
245	-60
246	-61
247	-62
248	-60
249	-58
250	-59
251	-57
252	-55
253	-56
254	-54
255	-52
256	-53
257	-54
258	-52
259	-53
260	-51
261	-52
262	-53
263	-54
264	-52
265	-53
266	-54
267	-55
268	-56
269	-57
270	-58
271	-59
272	-60
273	-58
274	-59
275	-60
276	-61
277	-62
278	-63
279	-61
280	-62
281	-60
282	-61
283	-62
284	-60
285	-61
286	-62
287	-63
288	-61
289	-62
290	-63
291	-64
292	-65
293	-66
294	-64
295	-62
296	-60
297	-61
298	-62
299	-63
300	-61
301	-62
302	-63
303	-64
304	-62
305	-63
306	-64
307	-65
308	-66
309	-64
310	-62
311	-60
312	-61
313	-59
314	-60
315	-61
316	-59
317	-57
318	-58
319	-56
320	-57
321	-55
322	-56
323	-54
324	-55
325	-56
326	-57
327	-58
328	-59
329	-57
330	-55
331	-56
332	-57
333	-55
334	-56
335	-54
336	-55
337	-56
338	-57
339	-55
340	-56
341	-54
342	-55
343	-56
344	-57
345	-55
346	-53
347	-54
348	-55
349	-56
350	-57
351	-55
352	-56
353	-54
354	-55
355	-53
356	-54
357	-55
358	-56
359	-57
360	-58
361	-56
362	-57
363	-58
364	-59
365	-57
366	-55
367	-53
368	-54
369	-52
370	-53
371	-54
372	-52
373	-50
374	-51
375	-49
376	-50
377	-51
378	-52
379	-53
380	-51
381	-49
382	-50
383	-48
384	-49
385	-47
386	-45
387	-46
388	-47
389	-48
390	-49
391	-47
392	-48
393	-46
394	-47
395	-45
396	-43
397	-44
398	-42
399	-43
400	-41
401	-42
402	-40
403	-38
404	-39
405	-40
406	-41
407	-39
408	-40
409	-41
410	-39
411	-40
412	-41
413	-42
414	-43
415	-44
416	-45
417	-46
418	-47
419	-48
420	-46
421	-47
422	-45
423	-46
424	-47
425	-45
426	-46
427	-47
428	-48
429	-49
430	-47
431	-48
432	-49
433	-47
434	-45
435	-43
436	-44
437	-45
438	-43
